batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five_overs_runs,runs_x
New Zealand,West Indies,Mount Maunganui,4,115,10,4.8,4.0,238
New Zealand,England,Hamilton,62,78,10,8.857142857142858,42.0,192
India,West Indies,Mumbai,92,73,10,11.74468085106383,66.0,240
India,Australia,Melbourne,60,36,4,4.285714285714286,20.0,74
Pakistan,India,Colombo,50,68,6,5.769230769230769,20.0,128
South Africa,England,Chittagong,96,49,9,8.112676056338028,36.0,196
South Africa,Pakistan,Dubai,129,19,8,7.663366336633663,38.0,150
Australia,Pakistan,Chandigarh,102,43,7,7.9480519480519485,39.0,193
New Zealand,Sri Lanka,Pallekele,154,15,6,8.8,53.0,174
India,South Africa,St Lucia,163,9,6,8.81081081081081,61.0,186
West Indies,Pakistan,St Lucia,109,40,8,8.175,38.0,150
Pakistan,New Zealand,Dubai,90,42,9,6.923076923076923,45.0,166
India,Bangladesh,Colombo,66,68,10,7.615384615384615,45.0,176
Sri Lanka,Pakistan,London,95,21,4,5.757575757575758,28.0,138
South Africa,Australia,Cape Town,4,113,9,3.4285714285714284,4.0,146
India,South Africa,Johannesburg,110,60,7,11.0,45.0,203
New Zealand,India,Auckland,158,26,7,10.085106382978724,61.0,203
England,Australia,Cardiff,172,8,6,9.214285714285714,58.0,182
New Zealand,England,Wellington,34,95,10,8.16,34.0,196
West Indies,India,Barbados,94,44,9,7.421052631578948,51.0,169
England,South Africa,Barbados,24,103,9,8.470588235294118,24.0,168
Sri Lanka,Pakistan,Dubai,41,93,10,9.11111111111111,41.0,211
England,Australia,Melbourne,45,81,7,6.923076923076923,32.0,137
India,New Zealand,Wellington,91,44,4,7.184210526315789,26.0,165
Sri Lanka,Pakistan,Colombo,35,81,10,5.384615384615385,23.0,139
Pakistan,Bangladesh,St Lucia,24,103,10,8.470588235294118,24.0,172
Pakistan,New Zealand,Pallekele,111,46,9,9.0,48.0,177
New Zealand,England,Wellington,166,18,7,9.764705882352942,56.0,196
England,India,Manchester,61,75,9,8.133333333333333,39.0,159
India,Pakistan,Bangalore,50,78,10,7.142857142857143,40.0,133
England,South Africa,Durban,17,103,9,6.0,17.0,204
New Zealand,England,Auckland,136,60,7,13.6,53.0,146
Pakistan,New Zealand,Dubai,107,40,6,8.025,44.0,161
New Zealand,England,St Lucia,86,44,7,6.7894736842105265,39.0,149
West Indies,Pakistan,Dubai,24,85,5,4.114285714285714,21.0,115
Australia,South Africa,Melbourne,148,28,6,9.652173913043478,44.0,182
South Africa,New Zealand,Barbados,165,6,7,8.68421052631579,65.0,170
India,England,Durban,144,27,8,9.290322580645162,50.0,218
Australia,South Africa,Johannesburg,3,112,10,2.25,3.0,147
Bangladesh,South Africa,Cape Town,34,104,7,12.75,34.0,144
Pakistan,West Indies,Trinidad,75,41,6,5.69620253164557,33.0,132
Sri Lanka,England,London,113,34,6,7.883720930232558,36.0,183
Pakistan,England,Cardiff,74,63,8,7.7894736842105265,44.0,173
Australia,Sri Lanka,Sydney,101,30,7,6.733333333333333,43.0,137
England,Pakistan,London,17,102,9,5.666666666666667,17.0,185
West Indies,Pakistan,Abu Dhabi,75,29,5,4.945054945054945,27.0,103
Sri Lanka,Australia,Pallekele,166,13,7,9.30841121495327,69.0,198
West Indies,England,London,0,118,10,0.0,0.0,113
New Zealand,India,Wellington,111,56,9,10.40625,47.0,219
India,Sri Lanka,Pallekele,1,118,10,3.0,1.0,155
South Africa,Australia,Johannesburg,108,48,7,9.0,33.0,204
New Zealand,England,St Lucia,102,34,7,7.116279069767442,42.0,149
Pakistan,South Africa,St Lucia,18,88,7,3.375,14.0,148
England,South Africa,Nottingham,99,13,2,5.5514018691588785,20.0,111
Pakistan,Bangladesh,Kolkata,123,34,8,8.581395348837209,36.0,201
Pakistan,England,Dubai,65,70,8,7.8,28.0,144
England,West Indies,Mumbai,112,38,8,8.195121951219512,42.0,182
Pakistan,Bangladesh,Mirpur,42,97,10,10.956521739130435,42.0,190
India,South Africa,Johannesburg,160,29,6,10.54945054945055,49.0,203
South Africa,England,Cape Town,10,107,9,4.615384615384615,10.0,179
Pakistan,England,Dubai,9,110,10,5.4,9.0,144
South Africa,New Zealand,Auckland,50,88,8,9.375,49.0,165
India,Bangladesh,Colombo,132,21,9,8.0,51.0,176
Sri Lanka,Pakistan,Dubai,81,44,7,6.394736842105263,34.0,145
New Zealand,Australia,Sydney,93,15,3,5.314285714285714,32.0,117
Sri Lanka,Australia,Melbourne,64,54,7,5.818181818181818,27.0,161
Australia,India,Chandigarh,101,41,6,7.670886075949367,28.0,160
India,New Zealand,Christchurch,19,113,10,16.285714285714285,19.0,162
New Zealand,Sri Lanka,Wellington,84,69,8,9.882352941176471,42.0,162
West Indies,Sri Lanka,Colombo,87,29,7,5.736263736263736,54.0,137
Sri Lanka,India,Nagpur,12,104,10,4.5,12.0,215
New Zealand,Sri Lanka,Pallekele,75,64,9,8.035714285714286,47.0,174
England,New Zealand,Christchurch,1,118,10,3.0,1.0,193
South Africa,New Zealand,Barbados,88,45,8,7.04,34.0,170
South Africa,Australia,Johannesburg,173,13,7,9.700934579439252,61.0,201
West Indies,England,London,186,19,6,11.049504950495049,65.0,208
New Zealand,South Africa,Centurion,93,56,8,8.71875,40.0,177
Sri Lanka,Bangladesh,Johannesburg,59,63,7,6.2105263157894735,22.0,147
Bangladesh,New Zealand,Hamilton,41,80,7,6.15,28.0,78
India,Australia,Durban,188,0,5,9.4,61.0,188
Sri Lanka,India,Mirpur,41,66,7,4.555555555555555,25.0,138
New Zealand,Pakistan,Cape Town,16,100,10,4.8,16.0,143
Bangladesh,South Africa,Cape Town,101,56,4,9.46875,36.0,144
India,Australia,Durban,92,42,8,7.076923076923077,51.0,188
South Africa,Australia,Centurion,14,109,10,7.636363636363637,14.0,156
South Africa,Pakistan,Johannesburg,135,11,4,7.431192660550459,35.0,153
New Zealand,England,Christchurch,14,96,9,3.5,14.0,153
New Zealand,England,Hamilton,20,107,10,9.23076923076923,20.0,192
Bangladesh,West Indies,St Kitts,108,42,5,8.307692307692308,35.0,143
India,England,Bangalore,67,74,8,8.73913043478261,50.0,202
Pakistan,Bangladesh,St Lucia,69,69,10,8.117647058823529,39.0,172
South Africa,England,Centurion,97,63,8,10.210526315789474,38.0,222
New Zealand,India,Nagpur,108,9,4,5.837837837837838,30.0,126
New Zealand,Sri Lanka,Pallekele,159,12,6,8.833333333333334,54.0,174
South Africa,New Zealand,London,47,81,10,7.230769230769231,38.0,128
Sri Lanka,England,Pallekele,4,114,10,4.0,4.0,169
Bangladesh,Sri Lanka,Mirpur,53,69,7,6.235294117647059,33.0,147
Australia,India,Sydney,145,23,8,8.969072164948454,49.0,186
Sri Lanka,Pakistan,Dubai,86,35,6,6.070588235294117,27.0,145
Sri Lanka,Pakistan,Colombo,63,59,10,6.19672131147541,35.0,139
Sri Lanka,Pakistan,Abu Dhabi,119,30,7,7.933333333333334,28.0,141
England,Australia,Southampton,43,88,9,8.0625,42.0,179
New Zealand,Sri Lanka,Pallekele,173,1,4,8.722689075630251,39.0,174
Afghanistan,India,St Lucia,2,117,10,4.0,2.0,115
New Zealand,England,Manchester,8,106,9,3.4285714285714284,8.0,123
Sri Lanka,Pakistan,Abu Dhabi,119,4,2,6.155172413793103,23.0,124
South Africa,New Zealand,London,9,111,10,6.0,9.0,128
South Africa,Sri Lanka,Centurion,142,18,7,8.352941176470589,35.0,180
Australia,England,Barbados,7,110,9,4.2,7.0,147
New Zealand,Pakistan,Barbados,42,82,8,6.631578947368421,24.0,133
Bangladesh,India,Mirpur,29,94,9,6.6923076923076925,29.0,120
India,Pakistan,Johannesburg,104,37,7,7.518072289156627,46.0,157
South Africa,Australia,Johannesburg,80,67,8,9.056603773584905,49.0,204
New Zealand,Sri Lanka,Colombo,49,71,8,6.0,30.0,141
Australia,Pakistan,St Lucia,123,36,8,8.785714285714286,51.0,191
New Zealand,Sri Lanka,Lauderhill,67,36,3,4.785714285714286,27.0,81
South Africa,England,Chittagong,185,4,6,9.568965517241379,64.0,196
New Zealand,Bangladesh,Mirpur,109,48,8,9.083333333333334,36.0,204
Australia,India,Melbourne,71,57,6,6.761904761904762,31.0,131
India,West Indies,Mumbai,152,16,8,8.76923076923077,50.0,192
Sri Lanka,Pakistan,Lahore,75,65,8,8.181818181818182,43.0,182
South Africa,Afghanistan,Barbados,31,102,9,10.333333333333334,31.0,139
Pakistan,New Zealand,Auckland,79,39,5,5.851851851851852,39.0,153
Sri Lanka,Pakistan,Lahore,1,118,10,3.0,1.0,182
Sri Lanka,Pakistan,Abu Dhabi,82,37,3,5.927710843373494,30.0,102
England,Pakistan,London,62,86,8,10.941176470588236,57.0,185
England,South Africa,Cardiff,172,9,5,9.297297297297296,45.0,181
New Zealand,India,Auckland,7,114,10,7.0,7.0,203
South Africa,England,Cape Town,107,30,7,7.133333333333334,41.0,191
South Africa,England,Chittagong,62,75,10,8.266666666666667,40.0,196
West Indies,England,London,101,8,5,5.410714285714286,42.0,113
England,Pakistan,Dubai,46,84,8,7.666666666666667,39.0,150
India,Bangladesh,Colombo,29,93,10,6.444444444444445,29.0,176
Sri Lanka,Pakistan,Abu Dhabi,4,116,10,6.0,4.0,141
England,Pakistan,Manchester,4,113,10,3.4285714285714284,4.0,135
India,South Africa,Colombo,45,78,7,6.428571428571429,28.0,152
Sri Lanka,India,Mumbai,93,33,4,6.413793103448276,32.0,135
Afghanistan,West Indies,St Kitts,123,11,5,6.770642201834862,40.0,146
South Africa,New Zealand,London,63,53,8,5.641791044776119,16.0,128
New Zealand,Bangladesh,Mount Maunganui,152,31,7,10.247191011235955,67.0,195
New Zealand,England,Hamilton,10,114,10,10.0,10.0,192
Sri Lanka,England,London,86,53,6,7.701492537313433,38.0,183
Sri Lanka,Pakistan,Abu Dhabi,134,12,5,7.444444444444445,29.0,141
West Indies,New Zealand,Wellington,93,36,6,6.642857142857143,29.0,159
South Africa,England,Mumbai,96,77,9,13.395348837209303,79.0,229
Pakistan,New Zealand,Auckland,108,17,4,6.29126213592233,41.0,153
West Indies,India,Mirpur,82,27,6,5.290322580645161,31.0,129
Pakistan,South Africa,St Lucia,141,8,4,7.553571428571429,41.0,148
South Africa,New Zealand,London,92,27,5,5.935483870967742,29.0,128
England,Australia,Southampton,122,23,5,7.546391752577319,34.0,162
New Zealand,India,Auckland,48,77,7,6.6976744186046515,39.0,158
New Zealand,England,Wellington,64,68,9,7.384615384615385,32.0,196
South Africa,England,Cape Town,39,87,9,7.090909090909091,36.0,191
India,West Indies,London,52,63,7,5.473684210526316,23.0,153
India,South Africa,Centurion,114,39,6,8.444444444444445,54.0,188
India,West Indies,Trinidad,69,52,6,6.088235294117647,23.0,159
West Indies,India,Barbados,13,102,10,4.333333333333333,13.0,169
Bangladesh,India,Colombo,100,36,6,7.142857142857143,36.0,166
West Indies,England,Barbados,65,72,9,8.125,40.0,170
Pakistan,West Indies,Trinidad,13,104,9,4.875,13.0,132
Australia,India,Sydney,28,106,10,12.0,28.0,194
Bangladesh,Pakistan,Lahore,18,100,9,5.4,18.0,136
Pakistan,South Africa,Centurion,55,79,8,8.048780487804878,37.0,168
West Indies,Sri Lanka,Pallekele,95,20,6,5.7,33.0,129
Pakistan,Sri Lanka,Johannesburg,89,48,7,7.416666666666667,51.0,189
Pakistan,South Africa,Abu Dhabi,92,28,3,6.0,14.0,119
West Indies,England,Barbados,57,82,9,9.0,38.0,170
Pakistan,Bangladesh,Mirpur,22,103,10,7.764705882352941,22.0,135
Bangladesh,Sri Lanka,Mirpur,60,58,7,5.806451612903226,32.0,147
New Zealand,Bangladesh,Pallekele,5,115,10,6.0,5.0,191
Australia,Pakistan,Chandigarh,101,45,7,8.08,43.0,193
New Zealand,South Africa,Johannesburg,100,17,3,5.825242718446602,24.0,129
Pakistan,Sri Lanka,Johannesburg,41,75,7,5.466666666666667,20.0,189
India,West Indies,Mumbai,77,65,9,8.4,46.0,192
Pakistan,Bangladesh,Mirpur,12,98,9,3.272727272727273,12.0,129
South Africa,England,Centurion,107,72,10,13.375,85.0,241
England,Afghanistan,Colombo,85,47,8,6.986301369863014,29.0,196
India,Sri Lanka,St Lucia,121,34,8,8.44186046511628,38.0,163
Pakistan,England,Dubai,103,19,5,6.118811881188119,40.0,129
India,South Africa,Colombo,36,87,7,6.545454545454546,32.0,152
Pakistan,Australia,St Lucia,105,41,8,7.974683544303797,34.0,191
England,West Indies,Kolkata,146,4,1,7.551724137931035,33.0,155
India,New Zealand,Hamilton,170,2,5,8.64406779661017,47.0,179
Sri Lanka,India,Nagpur,152,24,7,9.5,57.0,215
India,Bangladesh,Bangalore,57,62,8,5.896551724137931,32.0,146
New Zealand,Sri Lanka,Johannesburg,118,29,5,7.78021978021978,32.0,164
Pakistan,New Zealand,Pallekele,9,108,10,4.5,9.0,177
South Africa,England,Chittagong,154,12,7,8.555555555555555,42.0,196
India,Sri Lanka,St Lucia,48,85,9,8.228571428571428,40.0,163
Sri Lanka,South Africa,Chittagong,117,30,6,7.8,33.0,165
Sri Lanka,Pakistan,London,0,115,9,0.0,0.0,138
Sri Lanka,Bangladesh,Colombo,0,118,10,0.0,0.0,159
India,South Africa,Centurion,131,27,6,8.451612903225806,41.0,188
India,Bangladesh,Nottingham,141,17,7,8.21359223300971,43.0,180
India,South Africa,Centurion,118,35,6,8.329411764705883,48.0,188
Pakistan,Australia,Colombo,107,33,8,7.379310344827586,52.0,149
England,West Indies,Trinidad,119,9,2,6.4324324324324325,23.0,121
England,Afghanistan,Delhi,120,8,3,6.428571428571429,39.0,142
England,South Africa,Nottingham,40,68,7,4.615384615384615,24.0,111
India,Australia,Adelaide,141,23,8,8.721649484536082,44.0,188
Pakistan,Sri Lanka,Lahore,35,91,10,7.241379310344827,35.0,180
South Africa,New Zealand,Auckland,60,79,9,8.78048780487805,46.0,185
South Africa,Australia,Colombo,47,76,7,6.409090909090909,32.0,146
West Indies,India,Lauderhill,64,90,10,12.8,63.0,245
South Africa,Pakistan,Colombo,35,72,7,4.375,22.0,133
New Zealand,India,Nagpur,126,0,3,6.3,37.0,126
Pakistan,Australia,Dubai,85,48,9,7.083333333333333,41.0,151
West Indies,Australia,Colombo,137,31,7,9.235955056179776,45.0,191
Sri Lanka,West Indies,Bangalore,116,8,4,6.214285714285714,43.0,122
West Indies,New Zealand,Auckland,43,67,7,4.867924528301887,29.0,126
Bangladesh,India,Mirpur,34,79,7,4.975609756097561,19.0,138
Sri Lanka,Pakistan,London,112,34,7,7.813953488372093,29.0,150
India,Pakistan,Durban,15,100,8,4.5,15.0,141
South Africa,West Indies,Nagpur,59,57,5,5.619047619047619,23.0,122
Australia,Pakistan,Melbourne,68,68,7,7.846153846153846,40.0,127
India,West Indies,Lauderhill,35,92,10,7.5,31.0,167
Bangladesh,Sri Lanka,Mirpur,46,75,7,6.133333333333334,44.0,147
Bangladesh,Pakistan,Pallekele,35,99,9,10.0,35.0,175
Pakistan,Bangladesh,Mirpur,104,33,5,7.172413793103448,38.0,135
Australia,England,Manchester,37,88,9,6.9375,34.0,145
England,Pakistan,Dubai,115,29,6,7.582417582417582,41.0,172
New Zealand,England,Wellington,110,49,6,9.295774647887324,51.0,176
England,Sri Lanka,Delhi,139,15,7,7.942857142857143,51.0,171
West Indies,India,Lauderhill,57,75,8,7.6,33.0,143
England,Australia,Cardiff,17,101,10,5.368421052631579,17.0,182
Pakistan,West Indies,Trinidad,72,61,8,7.322033898305085,44.0,137
India,New Zealand,Christchurch,115,28,3,7.5,30.0,162
Pakistan,New Zealand,Dubai,98,43,7,7.636363636363637,32.0,153
Sri Lanka,England,Southampton,25,102,10,8.333333333333334,25.0,163
Australia,South Africa,Durban,14,108,10,7.0,14.0,157
Sri Lanka,Bangladesh,Colombo,74,77,9,10.325581395348838,46.0,214
Sri Lanka,Australia,Melbourne,111,23,6,6.865979381443299,46.0,161
England,Australia,Southampton,33,83,9,5.351351351351352,30.0,145
Australia,South Africa,Durban,4,115,10,4.8,4.0,157
Sri Lanka,South Africa,Delhi,111,13,2,6.224299065420561,26.0,120
South Africa,Australia,Melbourne,17,99,8,4.857142857142857,17.0,101
South Africa,England,Manchester,34,100,8,10.2,34.0,77
Sri Lanka,Bangladesh,Chittagong,38,97,9,9.91304347826087,38.0,168
England,South Africa,Durban,137,22,5,8.387755102040817,43.0,204
Sri Lanka,Australia,Cape Town,79,27,3,5.096774193548387,26.0,101
India,West Indies,Trinidad,74,45,6,5.92,25.0,159
Bangladesh,West Indies,Lauderhill,71,86,8,12.529411764705882,65.0,184
England,Australia,Melbourne,12,112,9,9.0,12.0,137
New Zealand,Sri Lanka,Lauderhill,46,62,5,4.758620689655173,33.0,81
Pakistan,Bangladesh,Mirpur,22,101,10,6.947368421052632,22.0,135
South Africa,England,Cape Town,17,105,10,6.8,17.0,191
India,West Indies,Lauderhill,72,65,9,7.8545454545454545,38.0,167
England,New Zealand,Christchurch,2,114,10,2.0,2.0,193
India,South Africa,Johannesburg,184,10,5,10.036363636363637,39.0,203
West Indies,New Zealand,Auckland,44,102,10,14.666666666666666,44.0,180
Pakistan,New Zealand,Pallekele,177,0,5,8.85,46.0,177
India,Afghanistan,Colombo,129,14,6,7.30188679245283,43.0,159
Australia,West Indies,Mirpur,146,19,5,8.673267326732674,45.0,178
South Africa,England,Southampton,32,94,7,7.384615384615385,32.0,142
New Zealand,England,Wellington,78,49,7,6.591549295774648,40.0,139
South Africa,New Zealand,Barbados,71,53,8,6.358208955223881,22.0,170
India,South Africa,Centurion,28,100,9,8.4,28.0,188
West Indies,India,Lauderhill,167,50,9,14.314285714285715,76.0,245
India,South Africa,Cape Town,83,57,8,7.904761904761905,29.0,172
India,Pakistan,Johannesburg,25,105,10,10.0,25.0,157
New Zealand,West Indies,Mount Maunganui,166,27,8,10.709677419354838,72.0,238
Australia,South Africa,Cape Town,120,52,10,10.588235294117647,38.0,193
Afghanistan,Sri Lanka,Kolkata,118,17,5,6.87378640776699,57.0,153
West Indies,New Zealand,Lauderhill,89,47,8,7.315068493150685,37.0,177
South Africa,Australia,Johannesburg,121,37,7,8.74698795180723,40.0,204
Bangladesh,Australia,Bangalore,60,67,8,6.7924528301886795,41.0,156
Pakistan,Australia,Dubai,139,12,7,7.722222222222222,42.0,150
Sri Lanka,Pakistan,Abu Dhabi,30,94,8,6.923076923076923,30.0,102
England,Australia,Cape Town,28,93,10,6.222222222222222,28.0,135
India,West Indies,Trinidad,5,112,10,3.75,5.0,159
Afghanistan,West Indies,Nagpur,1,116,10,1.5,1.0,123
Australia,England,Melbourne,67,75,8,8.933333333333334,46.0,147
Bangladesh,India,Colombo,23,105,10,9.2,23.0,166
India,Australia,Melbourne,133,31,9,8.96629213483146,48.0,184
West Indies,New Zealand,Lauderhill,127,29,8,8.373626373626374,51.0,209
Sri Lanka,Pakistan,Lahore,34,89,7,6.580645161290323,30.0,147
Australia,Sri Lanka,Nottingham,58,77,8,8.093023255813954,45.0,159
South Africa,West Indies,Johannesburg,85,74,8,11.08695652173913,58.0,231
Sri Lanka,Bangladesh,Pallekele,132,26,6,8.425531914893616,41.0,198
West Indies,Bangladesh,Mirpur,33,94,10,7.615384615384615,33.0,171
England,Australia,Southampton,91,61,8,9.254237288135593,51.0,179
Sri Lanka,England,St Lucia,75,40,6,5.625,30.0,128
South Africa,Pakistan,Dubai,120,23,8,7.422680412371134,41.0,150
New Zealand,West Indies,Hamilton,36,97,10,9.391304347826088,36.0,191
India,West Indies,London,47,73,7,6.0,22.0,153
Australia,Sri Lanka,Nottingham,136,9,3,7.351351351351352,50.0,159
Pakistan,South Africa,Abu Dhabi,4,117,10,8.0,4.0,120
Pakistan,Bangladesh,Mirpur,131,9,6,7.081081081081081,43.0,141
England,Pakistan,Dubai,80,51,9,6.956521739130435,40.0,148
Sri Lanka,Pakistan,London,50,92,10,10.714285714285714,43.0,150
Bangladesh,New Zealand,Hamilton,45,68,5,5.1923076923076925,26.0,78
India,South Africa,St Lucia,24,94,9,5.538461538461538,24.0,186
India,Bangladesh,Nagpur,70,61,8,7.11864406779661,40.0,174
Sri Lanka,Pakistan,Abu Dhabi,4,117,10,8.0,4.0,141
South Africa,Sri Lanka,Colombo,81,24,6,5.0625,30.0,115
India,New Zealand,Mount Maunganui,34,96,9,8.5,34.0,163
New Zealand,India,Nagpur,98,17,4,5.70873786407767,26.0,126
South Africa,Australia,Cape Town,58,60,8,5.8,29.0,146
Australia,England,Sydney,155,33,5,10.689655172413794,45.0,221
South Africa,Australia,Sydney,99,44,8,7.815789473684211,37.0,145
South Africa,New Zealand,Johannesburg,118,18,3,6.9411764705882355,19.0,133
Sri Lanka,West Indies,Bangalore,32,91,9,6.620689655172414,32.0,122
New Zealand,West Indies,Mount Maunganui,23,107,10,10.615384615384615,23.0,243
Pakistan,New Zealand,Abu Dhabi,91,37,7,6.578313253012048,35.0,148
India,Sri Lanka,Mirpur,84,41,8,6.379746835443038,36.0,130
India,West Indies,Mumbai,14,110,10,8.4,14.0,240
Pakistan,New Zealand,Auckland,23,106,10,9.857142857142858,23.0,201
New Zealand,Bangladesh,Pallekele,14,110,10,8.4,14.0,191
West Indies,England,Nottingham,33,78,7,4.714285714285714,23.0,172
India,Bangladesh,Delhi,10,115,10,12.0,10.0,148
South Africa,England,Mumbai,102,70,9,12.24,61.0,229
West Indies,New Zealand,Lauderhill,132,29,8,8.703296703296703,54.0,209
Sri Lanka,Pakistan,Colombo,70,58,6,6.774193548387097,26.0,172
South Africa,Australia,Melbourne,57,50,7,4.885714285714286,15.0,101
Pakistan,New Zealand,Auckland,7,113,10,6.0,7.0,143
South Africa,West Indies,Durban,181,2,7,9.203389830508474,52.0,195
West Indies,New Zealand,Pallekele,135,11,2,7.431192660550459,33.0,139
Pakistan,South Africa,St Lucia,21,82,7,3.3157894736842106,15.0,148
Pakistan,Sri Lanka,Colombo,139,21,5,8.424242424242424,45.0,172
Pakistan,Sri Lanka,Lahore,124,24,8,7.75,39.0,180
India,New Zealand,Mount Maunganui,163,0,6,8.082644628099173,42.0,163
Australia,Sri Lanka,Barbados,159,5,5,8.295652173913043,71.0,168
South Africa,England,Manchester,77,66,5,8.555555555555555,40.0,77
South Africa,Australia,Cape Town,1,115,10,1.2,1.0,146
New Zealand,Bangladesh,Mount Maunganui,41,94,9,9.461538461538462,41.0,195
India,Bangladesh,Colombo,19,99,10,5.428571428571429,19.0,176
Sri Lanka,Pakistan,Lahore,89,43,6,6.935064935064935,31.0,147
New Zealand,Sri Lanka,Lauderhill,59,50,4,5.057142857142857,33.0,81
Sri Lanka,West Indies,Nottingham,8,112,10,6.0,8.0,192
South Africa,Australia,Colombo,61,63,7,6.421052631578948,33.0,146
New Zealand,West Indies,Mount Maunganui,173,35,9,12.211764705882352,67.0,243
Sri Lanka,England,Chittagong,58,71,9,7.1020408163265305,40.0,189
Pakistan,West Indies,Trinidad,40,75,9,5.333333333333333,27.0,132
New Zealand,Pakistan,Wellington,171,15,6,9.771428571428572,58.0,196
Sri Lanka,New Zealand,Chittagong,35,84,7,5.833333333333333,22.0,119
New Zealand,India,Wellington,84,75,10,11.2,60.0,219
England,New Zealand,Manchester,108,42,6,8.307692307692308,32.0,191
Sri Lanka,Pakistan,Lahore,153,10,5,8.345454545454546,44.0,165
